Number of digits (n),Simple Multiplication,Karatsuba
5534,1317141777,68883369
5535,1317617800,68788989
5536,1318093897,68908901
5537,1318570077,68897553
5538,1319046352,68910173
5539,1319522710,68971725
5540,1319999166,69002621
5541,1320475678,69072765
5542,1320952300,69043989
5543,1321429005,69086029
5544,1321905808,69047777
5545,1322382655,69006397
5546,1322859618,69080013
5547,1323336670,69100361
5548,1323813811,69109961
5549,1324291026,69205961
5550,1324768315,69096561
5551,1325245717,69142777
5552,1325723190,69363737
5553,1326200752,69281413
5554,1326678400,69324109
5555,1327156134,69363713
5556,1327633963,69384889
5557,1328111866,69479241
5558,1328589858,69388105
5559,1329067933,69445537
5560,1329546091,69463989
5561,1330024341,69548769
5562,1330502674,69594409
5563,1330981090,69502161
5564,1331459610,69593889
5565,1331938207,69525673
5566,1332416884,69561393
5567,1332895656,69517793
5568,1333374499,69650781
5569,1333853452,69724853
5570,1334332467,69634281
5571,1334811574,69718685
5572,1335290779,69683609
5573,1335770043,69795293
5574,1336249420,69712221
5575,1336728874,69709409
5576,1337208408,69848705
5577,1337688040,69900025
5578,1338167755,69880713
5579,1338647559,69891853
5580,1339127431,69967921
5581,1339607419,69920693
5582,1340087454,69927753
5583,1340567593,69978549
5584,1341047824,69980409
5585,1341528144,69998613
5586,1342008541,70150097
5587,1342489033,70186201
5588,1342969611,70020597
5589,1343450266,70095489
5590,1343931001,70162701
5591,1344411837,70071409
5592,1344892750,70088317
5593,1345373758,70161273
5594,1345854846,70247417
5595,1346336008,70198001
5596,1346817274,70260581
5597,1347298623,70363685
5598,1347780058,70294509
5599,1348261561,70371537
5600,1348743177,70302473
5601,1349224855,70369529
5602,1349706655,70501065
5603,1350188508,70373061
5604,1350670453,70431397
5605,1351152484,70499345
5606,1351634595,70511145
5607,1352116813,70500593
5608,1352599108,70524001
5609,1353081483,70598605
5610,1353563944,70563381
5611,1354046497,70504629
5612,1354529115,70674745
5613,1355011858,70613009
5614,1355494660,70601873
5615,1355977569,70613077
5616,1356460534,70597721
5617,1356943606,70723289
5618,1357426755,70653397
5619,1357909984,70855409
5620,1358393308,70703457
5621,1358876736,70833685
5622,1359360220,70857313
5623,1359843805,70778341
5624,1360327473,70887221
5625,1360811224,70848165
5626,1361295067,70866161
5627,1361778996,70859629
5628,1362263005,71016765
5629,1362747100,70952805
5630,1363231281,71004357
5631,1363715554,71064189
5632,1364199907,71086221
5633,1364684355,71103325
5634,1365168880,71094385
5635,1365653500,71148873
5636,1366138197,71132981
5637,1366622995,71208053
5638,1367107858,71173945
5639,1367592822,71286957
5640,1368077860,71169865
5641,1368562987,71228993
5642,1369048197,71323729
5643,1369533508,71334941
5644,1370018896,71320977
5645,1370504370,71329553
5646,1370989927,71343701
5647,1371475567,71413545
5648,1371961305,71351453
5649,1372447120,71512401
5650,1372933009,71396077
5651,1373419020,71559577
5652,1373905090,71533305
5653,1374391258,71550873
5654,1374877506,71543673
5655,1375363843,71599989
5656,1375850257,71503641
5657,1376336754,71612921
5658,1376823352,71538797
5659,1377310021,71588237
5660,1377796794,71677261
5661,1378283635,71651705
5662,1378770586,71704621
5663,1379257605,71825009
5664,1379744713,71768165
5665,1380231913,71903293
5666,1380719178,71791661
5667,1381206556,71854373
5668,1381694005,71791441
5669,1382181543,71981621
5670,1382669155,71935653
5671,1383156871,71970165
5672,1383644667,71951889
5673,1384132561,71932033
5674,1384620517,72002441
5675,1385108586,71950889
5676,1385596723,72035097
5677,1386084943,72038713
5678,1386573264,72111137
5679,1387061653,72051161
5680,1387550143,72191549
5681,1388038707,72123437
5682,1388527357,72091961
5683,1389016105,72240897
5684,1389504939,72249633
5685,1389993844,72330393
5686,1390482847,72267385
5687,1390971939,72208625
5688,1391461111,72394633
5689,1391950369,72308809
5690,1392439701,72361117
5691,1392929131,72411209
5692,1393418659,72481137
5693,1393908261,72439545
5694,1394397949,72400253
5695,1394887720,72481313
5696,1395377562,72500361
5697,1395867523,72527473
5698,1396357552,72533281
5699,1396847682,72568957
5700,1397337874,72564773
5701,1397828176,72643353
5702,1398318549,72621105
5703,1398809011,72612613
5704,1399299553,72750861
5705,1399790187,72699473
5706,1400280901,72695081
5707,1400771704,72681517
5708,1401262593,72709145
5709,1401753574,72742805
5710,1402244638,72782313
5711,1402735800,72746817
5712,1403227039,72815641
5713,1403718358,72887377
5714,1404209763,72919405
5715,1404701263,72946905
5716,1405192840,72873201
5717,1405684500,72939937
5718,1406176252,72950101
5719,1406668096,72940009
5720,1407160017,73070469
5721,1407652039,73013777
5722,1408144135,73136753
5723,1408636311,73119797
5724,1409128570,72998201
5725,1409620915,73095629
5726,1410113367,73071889
5727,1410605896,73241297
5728,1411098505,73162325
5729,1411591212,73128041
5730,1412083972,73218137
5731,1412576851,73230297
5732,1413069810,73292829
5733,1413562852,73388357
5734,1414055974,73380669
5735,1414549206,73432965
5736,1415042497,73397217
5737,1415535877,73504285
5738,1416029352,73374053
5739,1416522907,73305985
5740,1417016554,73532493
5741,1417510281,73552605
5742,1418004097,73634173
5743,1418498002,73611737
5744,1418991987,73614573
5745,1419486058,73566397
5746,1419980224,73476557
5747,1420474464,73608301
5748,1420968811,73634613
5749,1421463223,73681289
5750,1421957715,73690237
5751,1422452323,73737365
5752,1422946978,73825541
5753,1423441758,73729121
5754,1423936606,73695401
5755,1424431525,73798001
5756,1424926554,73843025
5757,1425421663,73830341
5758,1425916843,73867997
5759,1426412136,73916921
5760,1426907497,74013409
5761,1427402956,73934785
5762,1427898480,73969505
5763,1428394105,73917901
5764,1428889810,73912197
5765,1429385598,74071221
5766,1429881496,74134321
5767,1430377453,74076145
5768,1430873496,74024081
5769,1431369643,74035585
5770,1431865867,74111333
5771,1432362174,74165561
5772,1432858573,74210817
5773,1433355055,74344893
5774,1433851620,74305169
5775,1434348268,74232465
5776,1434845017,74276293
5777,1435341837,74265209
5778,1435838761,74274605
5779,1436335744,74350141
5780,1436832834,74319593
5781,1437330010,74382153
5782,1437827260,74355293
5783,1438324584,74441585
5784,1438822027,74436801
5785,1439319550,74379753
5786,1439817141,74416493
5787,1440314830,74391841
5788,1440812593,74503013
5789,1441310466,74468477
5790,1441808410,74569405
5791,1442306431,74657769
5792,1442804547,74490065
5793,1443302758,74643197
5794,1443801055,74688437
5795,1444299423,74656473
5796,1444797871,74725413
5797,1445296414,74738713
5798,1445795049,74596949
5799,1446293770,74727325
5800,1446792571,74835773
5801,1447291479,74739249
5802,1447790443,74752133
5803,1448289502,74782805
5804,1448788659,74931441
5805,1449287890,74956465
5806,1449787204,74911757
5807,1450286607,74915677
5808,1450786108,75029585
5809,1451285677,74964585
5810,1451785344,75032709
5811,1452285088,75110545
5812,1452784939,75179241
5813,1453284855,75075361
5814,1453784857,75095257
5815,1454284951,75145485
5816,1454785131,75113325
5817,1455285406,75118521
5818,1455785746,75148877
5819,1456286193,75297393
5820,1456786711,75250377
5821,1457287330,75335425
5822,1457788026,75256825
5823,1458288799,75315429
5824,1458789670,75362189
5825,1459290630,75360589
5826,1459791655,75462797
5827,1460292808,75486613
5828,1460793996,75474281
5829,1461295300,75488865
5830,1461796690,75483817
5831,1462298160,75541121
5832,1462799716,75604337
5833,1463301343,75573793
5834,1463803071,75690513
5835,1464304900,75696965
5836,1464806794,75634925
5837,1465308786,75751909
5838,1465810861,75763113
5839,1466313013,75784997
5840,1466815263,75789493
5841,1467317599,75814105
5842,1467820000,75933521
5843,1468322514,75791157
5844,1468825096,75802973
5845,1469327761,75803073
5846,1469830524,76006377
5847,1470333367,75968281
5848,1470836308,76061837
5849,1471339308,76083153
5850,1471842421,76083833
5851,1472345623,76011153
5852,1472848902,76072693
5853,1473352258,76125917
5854,1473855697,76045913
5855,1474359231,76119949
5856,1474862851,76309513
5857,1475366575,76215913
5858,1475870352,76214045
5859,1476374233,76256509
5860,1476878203,76299321
5861,1477382262,76336433
5862,1477886380,76306033
5863,1478390602,76284573
5864,1478894919,76451565
5865,1479399304,76344921
5866,1479903790,76446049
5867,1480408359,76504789
5868,1480913011,76518361
5869,1481417728,76496149
5870,1481922573,76472837
5871,1482427462,76595709
5872,1482932467,76613209
5873,1483437549,76634765
5874,1483942714,76624369
5875,1484447971,76631549
5876,1484953320,76757425
5877,1485458749,76682569
5878,1485964249,76816681
5879,1486469856,76764717
5880,1486975531,76767301
5881,1487481295,76819681
5882,1487987163,76952137
5883,1488493108,76878009
5884,1488999139,76918181
5885,1489505241,76958733
5886,1490011453,76945417
5887,1490517742,77055397
5888,1491024090,77066301
5889,1491530560,77027577
5890,1492037104,77026249
5891,1492543743,77009933
5892,1493050450,77242457
5893,1493557255,77040921
5894,1494064140,77046045
5895,1494571111,77262305
5896,1495078177,77318113
5897,1495585332,77246469
5898,1496092546,77168241
5899,1496599873,77292097
5900,1497107283,77210509
5901,1497614770,77325145
5902,1498122340,77394513
5903,1498629999,77361097
5904,1499137762,77387101
5905,1499645590,77246173
5906,1500153504,77368285
5907,1500661519,77499981
5908,1501169611,77564461
5909,1501677789,77470641
5910,1502186056,77538145
5911,1502694397,77520797
5912,1503202836,77602853
5913,1503711355,77604341
5914,1504219942,77674097
5915,1504728651,77733461
5916,1505237428,77634565
5917,1505746303,77690313
5918,1506255252,77666873
5919,1506764290,77809873
5920,1507273417,77763105
5921,1507782627,77823593
5922,1508291908,77940933
5923,1508801290,77901505
5924,1509310770,77817925
5925,1509820324,77980985
5926,1510329967,78005025
5927,1510839702,77916053
5928,1511349508,78104601
5929,1511859400,78003325
5930,1512369387,77918037
5931,1512879457,78102997
5932,1513389610,78008249
5933,1513899852,78172313
5934,1514410189,78073189
5935,1514920594,78080241
5936,1515431100,78152189
5937,1515941686,78180341
5938,1516452340,78209705
5939,1516963110,78253809
5940,1517473957,78259465
5941,1517984884,78259749
5942,1518495912,78355401
5943,1519006993,78294717
5944,1519518196,78450897
5945,1520029461,78433097
5946,1520540827,78506773
5947,1521052276,78430881
5948,1521563814,78498225
5949,1522075420,78513533
5950,1522587136,78397213
5951,1523098914,78563061
5952,1523610796,78572177
5953,1524122746,78704313
5954,1524634794,78524385
5955,1525146934,78610825
5956,1525659151,78602597
5957,1526171460,78686613
5958,1526683858,78681697
5959,1527196342,78644069
5960,1527708900,78752325
5961,1528221547,78753009
5962,1528734277,78781849
5963,1529247105,78727037
5964,1529760010,78815121
5965,1530273019,78901801
5966,1530786093,78911533
5967,1531299250,78855233
5968,1531812505,78800185
5969,1532325852,78950301
5970,1532839267,78931221
5971,1533352774,78938865
5972,1533866364,78981845
5973,1534380055,78994229
5974,1534893820,78987837
5975,1535407674,79074377
5976,1535921626,79051981
5977,1536435637,79127841
5978,1536949755,79135257
5979,1537463941,79155089
5980,1537978222,79230241
5981,1538492613,79252149
5982,1539007072,79240469
5983,1539521617,79199933
5984,1540036221,79295901
5985,1540550941,79328949
5986,1541065735,79416921
5987,1541580627,79415437
5988,1542095611,79510617
5989,1542610660,79435545
5990,1543125807,79405949
5991,1543641019,79351701
5992,1544156344,79548353
5993,1544671734,79601113
5994,1545187243,79567137
5995,1545702817,79535005
5996,1546218480,79641989
5997,1546734223,79592137
5998,1547250064,79593797
5999,1547765964,79585145
6000,1548281974,79739117
6001,1548798061,79651921
6002,1549314240,79726361
6003,1549830499,79734661
6004,1550346841,79792077
6005,1550863290,79901137
6006,1551379807,79741713
6007,1551896410,79828597
6008,1552413096,79858273
6009,1552929880,80102493
6010,1553446756,80011309
6011,1553963694,79875545
6012,1554480739,80064257
6013,1554997840,79982437
6014,1555515063,80036689
6015,1556032342,80040685
6016,1556549737,80092729
6017,1557067200,80125969
6018,1557584752,80151657
6019,1558102393,80112561
6020,1558620117,80215681
6021,1559137924,80216353
6022,1559655835,80148637
6023,1560173814,80361829
6024,1560691873,80235673
6025,1561210015,80315393
6026,1561728267,80353425
6027,1562246587,80382405
6028,1562765002,80467213
6029,1563283494,80435253
6030,1563802084,80417393
6031,1564320751,80430265
6032,1564839516,80454693
6033,1565358352,80434773
6034,1565877286,80559913
6035,1566396297,80576537
6036,1566915391,80641309
6037,1567434577,80604389
6038,1567953858,80631937
6039,1568473219,80659725
6040,1568992657,80639221
6041,1569512187,80752589
6042,1570031806,80691677
6043,1570551502,80770913
6044,1571071290,80672869
6045,1571591164,80840321
6046,1572111133,80829541
6047,1572631185,80783173
6048,1573151308,80913897
6049,1573671529,80861745
6050,1574191830,80893953
6051,1574712217,80902337
6052,1575232696,80836749
6053,1575753255,80963149
6054,1576273900,81058777
6055,1576794637,81100277
6056,1577315460,80894725
6057,1577836369,80988973
6058,1578357364,81077025
6059,1578878436,80920257
6060,1579399588,81105849
6061,1579920856,81037113
6062,1580442192,81114501
6063,1580963608,81102189
6064,1581485110,81096609
6065,1582006710,81198653
6066,1582528396,81194365
6067,1583050144,81284605
6068,1583572008,81341925
6069,1584093949,81303633
6070,1584615949,81291861
6071,1585138071,81262981
6072,1585660279,81432141
6073,1586182552,81387185
6074,1586704929,81430621
6075,1587227380,81571617
6076,1587749926,81443381
6077,1588272540,81470785
6078,1588795255,81538669
6079,1589318044,81604325
6080,1589840934,81588345
6081,1590363901,81565073
6082,1590886954,81592329
6083,1591410093,81654573
6084,1591933345,81660473
6085,1592456638,81586377
6086,1592980056,81690049
6087,1593503542,81735597
6088,1594027093,81752785
6089,1594550751,81774453
6090,1595074516,81881101
6091,1595598340,81890125
6092,1596122253,81879893
6093,1596646249,81822673
6094,1597170337,81919081
6095,1597694523,81894613
6096,1598218771,82080693
6097,1598743126,81876457
6098,1599267555,81892509
6099,1599792076,81931921
6100,1600316683,81945505
6101,1600841367,82059477
6102,1601366140,81979177
6103,1601890996,82100777
6104,1602415950,82073901
6105,1602940993,82121785
6106,1603466119,82092497
6107,1603991316,82143181
6108,1604516605,82198125
6109,1605041968,82147557
6110,1605567453,82238561
6111,1606092997,82237973
6112,1606618627,82306017
6113,1607144346,82305089
6114,1607670163,82223997
6115,1608196054,82268653
6116,1608722040,82397617
6117,1609248094,82347765
6118,1609774252,82291909
6119,1610300484,82356549
6120,1610826829,82479269
6121,1611353233,82407337
6122,1611879717,82431869
6123,1612406299,82520969
6124,1612932976,82535217
6125,1613459730,82497209
6126,1613986552,82511189
6127,1614513502,82721909
6128,1615040517,82762681
6129,1615567603,82582473
6130,1616094778,82697313
6131,1616622060,82646521
6132,1617149416,82703985
6133,1617676855,82705541
6134,1618204383,82773765
6135,1618732003,82765885
6136,1619259697,82702537
6137,1619787486,82728633
6138,1620315364,82804933
6139,1620843310,82808573
6140,1621371363,82878585
6141,1621899484,82966041
6142,1622427697,82885553
6143,1622955993,82946677
6144,1623484396,82932533
6145,1624012861,82915961
6146,1624541424,83033693
6147,1625070076,82985217
6148,1625598805,83121281
6149,1626127629,83079053
6150,1626656530,83240277
6151,1627185517,83092645
6152,1627714593,83167565
6153,1628243755,83283293
6154,1628773006,83233633
6155,1629302346,83248365
6156,1629831754,83299861
6157,1630361269,83430665
6158,1630890852,83414549
6159,1631420536,83545361
6160,1631950288,83322845
6161,1632480153,83408737
6162,1633010086,83458849
6163,1633540084,83437473
6164,1634070222,83523709
6165,1634600410,83536101
6166,1635130690,83494341
6167,1635661053,83465605
6168,1636191505,83530909
6169,1636722028,83644177
6170,1637252673,83602801
6171,1637783371,83693569
6172,1638314170,83689745
6173,1638845058,83661625
6174,1639376020,83748281
6175,1639907074,83677201
6176,1640438208,83802217
6177,1640969446,83790957
6178,1641500755,83820613
6179,1642032153,83776905
6180,1642563637,83757957
6181,1643095210,83934969
6182,1643626860,83822529
6183,1644158599,83915873
6184,1644690436,83961881
6185,1645222344,83940105
6186,1645754344,84013981
6187,1646286436,83917777
6188,1646818608,84027901
6189,1647350875,84022525
6190,1647883204,84073185
6191,1648415640,84112869
6192,1648948159,84087477
6193,1649480758,83995033
6194,1650013440,84196401
6195,1650546223,84102125
6196,1651079077,84196525
6197,1651612017,84181201
6198,1652145058,84271521
6199,1652678164,84340981
6200,1653211386,84226417
6201,1653744670,84351225
6202,1654278046,84383073
6203,1654811502,84392569
6204,1655345062,84363569
6205,1655878693,84496281
6206,1656412404,84373833
6207,1656946207,84478697
6208,1657480105,84485765
6209,1658014089,84530745
6210,1658548147,84490077
6211,1659082294,84556269
6212,1659616533,84623285
6213,1660150855,84615661
6214,1660685260,84693181
6215,1661219760,84704429
6216,1661754337,84662877
6217,1662289006,84724109
6218,1662823755,84767321
6219,1663358578,84729193
6220,1663893514,84685233
6221,1664428533,84798541
6222,1664963620,84795457
6223,1665498808,84834929
6224,1666034061,84859133
6225,1666569427,84830921
6226,1667104867,84914581
6227,1667640399,84881761
6228,1668176017,84921073
6229,1668711706,84963277
6230,1669247484,84891837
6231,1669783357,84992321
6232,1670319307,84923461
6233,1670855358,85008289
6234,1671391486,84967109
6235,1671927700,84946581
6236,1672464000,85100005
6237,1673000392,85010097
6238,1673536840,85152213
6239,1674073416,85188837
6240,1674610060,85123481
6241,1675146793,85245565
6242,1675683606,85154525
6243,1676220508,85247077
6244,1676757496,85308405
6245,1677294567,85330121
6246,1677831721,85372737
6247,1678368967,85278613
6248,1678906308,85361645
6249,1679443726,85294325
6250,1679981239,85367397
6251,1680518814,85476689
6252,1681056496,85455465
6253,1681594243,85501021
6254,1682132097,85470873
6255,1682670043,85529293
6256,1683208060,85447401
6257,1683746169,85495269
6258,1684284355,85646765
6259,1684822642,85692273
6260,1685360997,85596525
6261,1685899450,85650997
6262,1686437980,85576445
6263,1686976599,85722981
6264,1687515307,85664101
6265,1688054116,85753369
6266,1688592993,85808465
6267,1689131953,85832817
6268,1689671008,85804497
6269,1690210134,85849185
6270,1690749367,85825245
6271,1691288677,85856253
6272,1691828079,85907141
6273,1692367558,85971617
6274,1692907123,85995197
6275,1693446774,85951957
6276,1693986532,86022021
6277,1694526343,86093617
6278,1695066258,86171813
6279,1695606253,86196769
6280,1696146334,86141497
6281,1696686507,86061425
6282,1697226760,86129465
6283,1697767114,86170053
6284,1698307536,86156349
6285,1698848041,86206917
6286,1699388647,86246209
6287,1699929342,86344149
6288,1700470105,86362661
6289,1701010966,86374193
6290,1701551913,86209185
6291,1702092943,86444081
6292,1702634053,86408593
6293,1703175258,86391905
6294,1703716549,86477645
6295,1704257920,86532617
6296,1704799374,86374053
6297,1705340920,86556277
6298,1705882552,86575569
6299,1706424282,86592357
6300,1706966071,86474217
6301,1707507967,86652705
6302,1708049943,86718285
6303,1708592014,86731425
6304,1709134144,86625717
6305,1709676393,86613909
6306,1710218707,86737049
6307,1710761122,86769393
6308,1711303602,86772905
6309,1711846198,86792505
6310,1712388853,86719073
6311,1712931591,86827873
6312,1713474430,86851017
6313,1714017355,86986605
6314,1714560360,86908233
6315,1715103463,86926393
6316,1715646631,86875681
6317,1716189900,86975549
6318,1716733258,86965593
6319,1717276702,86950909
6320,1717820217,87025585
6321,1718363827,87019913
6322,1718907511,86949633
6323,1719451311,86966441
6324,1719995176,87102733
6325,1720539136,87184633
6326,1721083152,87081165
6327,1721627296,87283173
6328,1722171511,87099157
6329,1722715806,87240913
6330,1723260169,87205465
6331,1723804654,87237841
6332,1724349210,87352021
6333,1724893858,87381749
6334,1725438580,87330813
6335,1725983400,87350701
6336,1726528288,87433017
6337,1727073280,87474293
6338,1727618352,87596069
6339,1728163513,87449113
6340,1728708766,87533981
6341,1729254084,87471781
6342,1729799506,87466337
6343,1730345011,87498249
6344,1730890593,87613329
6345,1731436270,87636941
6346,1731982021,87542465
6347,1732527876,87698789
6348,1733073802,87692397
6349,1733619814,87715845
6350,1734165933,87689657
6351,1734712126,87620325
6352,1735258396,87775801
6353,1735804749,87792197
6354,1736351206,87904301
6355,1736897746,87918573
6356,1737444357,87838801
6357,1737991066,87813101
6358,1738537861,87923029
6359,1739084739,87981189
6360,1739631700,87979025
6361,1740178738,88077017
6362,1740725886,88085597
6363,1741273096,88072597
6364,1741820401,88113117
6365,1742367798,88024533
6366,1742915290,88100853
6367,1743462856,88064469
6368,1744010499,88149617
6369,1744558252,88206985
6370,1745106076,88143405
6371,1745653965,88327121
6372,1746201979,88207441
6373,1746750052,88183585
6374,1747298232,88209109
6375,1747846480,88407785
6376,1748394814,88333689
6377,1748943252,88466621
6378,1749491749,88359885
6379,1750040338,88433109
6380,1750589046,88366053
6381,1751137798,88434385
6382,1751686660,88521537
6383,1752235611,88418013
6384,1752784639,88488145
6385,1753333744,88530933
6386,1753882938,88602553
6387,1754432227,88545885
6388,1754981599,88690677
6389,1755531048,88613537
6390,1756080607,88588997
6391,1756630228,88722817
6392,1757179950,88729753
6393,1757729758,88644417
6394,1758279652,88787537
6395,1758829620,88857557
6396,1759379680,88748545
6397,1759929826,88895725
6398,1760480046,88944081
6399,1761030379,88825993
6400,1761580786,88959973
6401,1762131264,88853201
6402,1762681840,89001757
6403,1763232505,88953645
6404,1763783253,89068309
6405,1764334078,88981245
6406,1764885001,89094533
6407,1765436019,89043329
6408,1765987108,89081397
6409,1766538280,89075525
6410,1767089550,89172205
6411,1767640903,89257261
6412,1768192330,89348797
6413,1768743852,89224993
6414,1769295460,89278861
6415,1769847163,89150221
6416,1770398937,89192169
6417,1770950809,89276249
6418,1771502758,89393533
6419,1772054796,89459821
6420,1772606908,89425513
6421,1773159124,89408681
6422,1773711417,89473285
6423,1774263802,89407665
6424,1774816264,89534613
6425,1775368824,89559325
6426,1775921473,89505069
6427,1776474193,89615157
6428,1777026999,89546445
6429,1777579900,89642333
6430,1778132899,89592441
6431,1778685957,89653077
6432,1779239113,89708389
6433,1779792355,89754021
6434,1780345671,89700041
6435,1780899100,89652417
6436,1781452570,89758977
6437,1782006177,89840185
6438,1782559843,89674385
6439,1783113625,89719209
6440,1783667457,89865505
6441,1784221393,89846481
6442,1784775403,89934713
6443,1785329505,89900733
6444,1785883699,89930521
6445,1786437967,89985233
6446,1786992321,90003569
6447,1787546764,90103289
6448,1788101296,90049389
6449,1788655923,90093185
6450,1789210624,90047141
6451,1789765414,90087397
6452,1790320296,90174201
6453,1790875252,90116569
6454,1791430288,90131977
6455,1791985428,90304421
6456,1792540663,90195005
6457,1793095966,90359849
6458,1793651352,90171057
6459,1794206827,90282297
6460,1794762406,90375337
6461,1795318047,90327613
6462,1795873783,90337277
6463,1796429602,90310433
6464,1796985504,90372437
6465,1797541498,90431429
6466,1798097593,90500525
6467,1798653750,90554345
6468,1799210005,90458645
6469,1799766346,90529033
6470,1800322770,90485405
6471,1800879280,90613501
6472,1801435873,90535237
6473,1801992558,90596697
6474,1802549320,90686617
6475,1803106192,90639609
6476,1803663120,90640153
6477,1804220152,90730117
6478,1804777261,90659505
6479,1805334450,90748029
6480,1805891737,90695025
6481,1806449113,90834845
6482,1807006569,90867821
6483,1807564093,90756709
6484,1808121736,90913297
6485,1808679450,90878129
6486,1809237250,90942233
6487,1809795142,90997713
6488,1810353102,90987749
6489,1810911166,90984189
6490,1811469310,91020145
6491,1812027546,91075113
6492,1812585853,91027425
6493,1813144267,91089617
6494,1813702743,91188905
6495,1814261320,91223657
6496,1814819968,91103953
6497,1815378726,91175813
6498,1815937555,91207685
6499,1816496479,91208709
6500,1817055477,91244673
6501,1817614567,91286125
6502,1818173740,91220025
6503,1818733011,91361741
6504,1819292347,91435941
6505,1819851781,91408553
6506,1820411301,91435129
6507,1820970919,91415669
6508,1821530605,91461329
6509,1822090380,91538153
6510,1822650256,91534825
6511,1823210197,91738097
6512,1823770236,91554841
6513,1824330355,91589393
6514,1824890554,91718801
6515,1825450866,91544401
6516,1826011240,91676969
6517,1826571706,91605113
6518,1827132246,91665269
6519,1827692893,91795485
6520,1828253617,91730093
6521,1828814418,91782577
6522,1829375329,91836153
6523,1829936305,91788829
6524,1830497361,91879781
6525,1831058524,91935649
6526,1831619770,91924545
6527,1832181099,91849369
6528,1832742496,91924377
6529,1833304006,91979921
6530,1833865590,92053541
6531,1834427248,92062661
6532,1834989004,92040913
6533,1835550852,92116665
6534,1836112789,92061745
6535,1836674794,92255233
6536,1837236909,92274865
6537,1837799080,92147261
6538,1838361364,92277481
6539,1838923719,92102961
6540,1839486151,92267593
6541,1840048684,92210749
6542,1840611309,92285325
6543,1841174002,92478053
6544,1841736790,92346305
6545,1842299670,92376889
6546,1842862636,92332585
6547,1843425667,92362597
6548,1843988811,92499701
6549,1844552020,92505357
6550,1845115330,92556449
6551,1845678723,92458977
6552,1846242199,92613477
6553,1846805743,92512117
6554,1847369397,92620137
6555,1847933131,92696581
6556,1848496957,92630253
6557,1849060869,92611085
6558,1849624843,92733693
6559,1850188930,92773213
6560,1850753091,92704785
6561,1851317356,92794877
6562,1851881686,92717969
6563,1852446114,92802485
6564,1853010610,92812425
6565,1853575216,92878245
6566,1854139878,92852161
6567,1854704665,92809673
6568,1855269505,93003117
6569,1855834443,93115025
6570,1856399470,92944897
6571,1856964580,92942429
6572,1857529773,92901549
6573,1858095037,93111273
6574,1858660426,93059093
6575,1859225877,93170977
6576,1859791423,93118125
6577,1860357034,93128569
6578,1860922758,93175245
6579,1861488556,93139265
6580,1862054440,93187805
6581,1862620419,93179689
6582,1863186463,93228805
6583,1863752596,93263865
6584,1864318833,93341433
6585,1864885162,93352125
6586,1865451547,93404833
6587,1866018021,93542257
6588,1866584599,93365833
6589,1867151269,93501025
6590,1867718016,93430545
6591,1868284837,93463969
6592,1868851753,93478181
6593,1869418752,93510113
6594,1869985852,93477001
6595,1870553020,93691453
6596,1871120280,93570845
6597,1871687617,93774045
6598,1872255052,93623989
6599,1872822561,93737545
6600,1873390183,93702481
6601,1873957855,93758945
6602,1874525643,93675049
6603,1875093493,93810273
6604,1875661456,93879065
6605,1876229496,93752085
6606,1876797607,93944093
6607,1877365804,93833109
6608,1877934105,93947281
6609,1878502480,93953865
6610,1879070953,93966461
6611,1879639497,93870109
6612,1880208127,94023485
6613,1880776849,93987449
6614,1881345663,93963233
6615,1881914554,94130833
6616,1882483537,94047009
6617,1883052612,94031789
6618,1883621740,94034969
6619,1884190984,94053493
6620,1884760308,94152845
6621,1885329721,94106257
6622,1885899223,94145653
6623,1886468808,94273529
6624,1887038485,94302417
6625,1887608227,94253417
6626,1888178076,94263301
6627,1888747990,94244661
6628,1889318014,94307177
6629,1889888112,94296537
6630,1890458278,94300669
6631,1891028548,94345013
6632,1891598907,94424485
6633,1892169346,94353085
6634,1892739886,94545773
6635,1893310497,94413537
6636,1893881197,94546285
6637,1894451977,94524253
6638,1895022858,94663441
6639,1895593816,94553049
6640,1896164842,94522037
6641,1896735990,94549229
6642,1897307197,94591005
6643,1897878511,94674321
6644,1898449905,94681957
6645,1899021364,94756337
6646,1899592930,94719393
6647,1900164579,94729013
6648,1900736305,94726637
6649,1901308120,94711289
6650,1901880024,94727073
6651,1902452020,94809513
6652,1903024102,94788573
6653,1903596258,94826457
6654,1904168506,94890221
6655,1904740840,94939309
6656,1905313248,94908329
6657,1905885766,94950989
6658,1906458352,94921293
6659,1907031039,95036317
6660,1907603797,95019665
6661,1908176650,95047721
6662,1908749592,95074965
6663,1909322608,94980621
6664,1909895716,95175533
6665,1910468913,95117045
6666,1911042193,95178501
6667,1911615556,95110569
6668,1912189014,95186097
6669,1912762543,95220309
6670,1913336167,95127613
6671,1913909877,95244317
6672,1914483655,95272413
6673,1915057561,95275809
6674,1915631526,95393489
6675,1916205580,95277357
6676,1916779708,95326257
6677,1917353949,95343409
6678,1917928258,95485793
6679,1918502659,95493965
6680,1919077140,95474217
6681,1919651716,95446105
6682,1920226345,95489161
6683,1920801108,95522425
6684,1921375933,95562053
6685,1921950850,95602297
6686,1922525844,95483033
6687,1923100933,95606865
6688,1923676099,95574265
6689,1924251372,95472209
6690,1924826707,95645725
6691,1925402137,95688397
6692,1925977665,95649781
6693,1926553255,95710141
6694,1927128931,95635233
6695,1927704714,95748913
6696,1928280577,95764929
6697,1928856526,95953793
