n,TotalOps,Assignments,ArrayLookups,Comparisons,Arithmetic,MethodCalls,Returns
596,15302277,4625553,4267348,1426825,4982548,1,1
597,15353621,4641075,4281671,1431607,4999265,1,1
598,15405062,4656625,4296022,1436397,5016015,1,1
599,15456562,4672195,4310388,1441195,5032781,1,1
600,15508177,4687797,4324788,1446001,5049588,1,1
601,15559864,4703423,4339207,1450815,5066417,1,1
602,15611645,4719076,4353652,1455637,5083277,1,1
603,15663498,4734752,4368117,1460467,5100159,1,1
604,15715453,4750457,4382612,1465305,5117076,1,1
605,15767476,4766185,4397124,1470151,5134013,1,1
606,15819607,4781943,4411668,1475005,5150988,1,1
607,15871817,4797726,4426233,1479867,5167988,1,1
608,15924094,4813531,4440816,1484737,5185007,1,1
609,15976478,4829366,4455430,1489615,5202064,1,1
610,16028940,4845226,4470065,1494501,5219145,1,1
611,16081492,4861112,4484726,1499395,5236256,1,1
612,16134135,4877026,4499412,1504297,5253397,1,1
613,16186852,4892963,4514119,1509207,5270561,1,1
614,16239652,4908925,4528848,1514125,5287751,1,1
615,16292564,4924919,4543610,1519051,5304981,1,1
616,16345532,4940932,4558386,1523985,5322226,1,1
617,16398596,4956974,4573189,1528927,5339503,1,1
618,16451753,4973043,4588019,1533877,5356811,1,1
619,16504997,4989138,4602873,1538835,5374148,1,1
620,16558323,5005259,4617750,1543801,5391511,1,1
621,16611729,5021404,4632648,1548775,5408899,1,1
622,16665229,5037577,4647574,1553757,5426319,1,1
623,16718805,5053773,4662520,1558747,5443762,1,1
624,16772466,5069996,4677489,1563745,5461233,1,1
625,16826233,5086249,4692490,1568751,5478741,1,1
626,16880067,5102523,4707508,1573765,5496268,1,1
627,16933999,5118827,4722554,1578787,5513829,1,1
628,16988002,5135153,4737619,1583817,5531411,1,1
629,17042101,5151507,4752711,1588855,5549025,1,1
630,17096293,5167889,4767830,1593901,5566671,1,1
631,17150555,5184293,4782967,1598955,5584337,1,1
632,17204915,5200726,4798132,1604017,5602037,1,1
633,17259359,5217184,4813321,1609087,5619764,1,1
634,17313880,5233667,4828531,1614165,5637515,1,1
635,17368490,5250176,4843765,1619251,5655295,1,1
636,17423186,5266711,4859024,1624345,5673103,1,1
637,17477992,5283277,4874315,1629447,5690950,1,1
638,17532852,5299863,4889619,1634557,5708811,1,1
639,17587813,5316477,4904952,1639675,5726706,1,1
640,17642864,5333119,4920310,1644801,5744631,1,1
641,17697982,5349782,4935686,1649935,5762576,1,1
642,17753205,5366476,4951092,1655077,5780557,1,1
643,17808511,5383195,4966522,1660227,5798565,1,1
644,17863902,5399939,4981975,1665385,5816600,1,1
645,17919373,5416709,4997450,1670551,5834661,1,1
646,17974925,5433503,5012947,1675725,5852747,1,1
647,18030577,5450326,5028473,1680907,5870868,1,1
648,18086305,5467173,5044020,1686097,5889012,1,1
649,18142112,5484045,5059588,1691295,5907181,1,1
650,18198024,5500947,5075187,1696501,5925387,1,1
651,18254006,5517871,5090804,1701715,5943613,1,1
652,18310093,5534825,5106452,1706937,5961876,1,1
653,18366264,5551805,5122123,1712167,5980166,1,1
654,18422492,5568805,5137808,1717405,5998471,1,1
655,18478837,5585837,5153528,1722651,6016818,1,1
656,18535252,5602892,5169266,1727905,6035186,1,1
657,18591763,5619975,5185032,1733167,6053586,1,1
658,18648364,5637085,5200823,1738437,6072016,1,1
659,18705030,5654217,5216631,1743715,6090465,1,1
660,18761803,5671379,5232470,1749001,6108951,1,1
661,18818658,5688566,5248331,1754295,6127463,1,1
662,18875587,5705776,5264213,1759597,6145998,1,1
663,18932603,5723013,5280119,1764907,6164561,1,1
664,18989706,5740276,5296049,1770225,6183153,1,1
665,19046898,5757565,5312005,1775551,6201774,1,1
666,19104185,5774883,5327987,1780885,6220427,1,1
667,19161551,5792225,5343991,1786227,6239105,1,1
668,19219007,5809594,5360020,1791577,6257813,1,1
669,19276545,5826988,5376072,1796935,6276547,1,1
670,19334155,5844405,5392144,1802301,6295303,1,1
671,19391875,5861853,5408247,1807675,6314097,1,1
672,19449666,5879324,5424369,1813057,6332913,1,1
673,19507548,5896822,5440517,1818447,6351759,1,1
674,19565530,5914349,5456694,1823845,6370639,1,1
675,19623583,5931899,5472890,1829251,6389541,1,1
676,19681714,5949473,5489107,1834665,6408467,1,1
677,19739936,5967074,5505349,1840087,6427423,1,1
678,19798253,5984703,5521619,1845517,6446411,1,1
679,19856660,6002359,5537914,1850955,6465429,1,1
680,19915134,6020037,5554227,1856401,6484467,1,1
681,19973709,6037744,5570568,1861855,6503539,1,1
682,20032367,6055476,5586933,1867317,6522638,1,1
683,20091100,6073232,5603318,1872787,6541760,1,1
684,20149935,6091018,5619732,1878265,6560917,1,1
685,20208847,6108827,5636168,1883751,6580098,1,1
686,20267853,6126665,5652630,1889245,6599311,1,1
687,20326933,6144525,5669112,1894747,6618546,1,1
688,20386109,6162414,5685621,1900257,6637814,1,1
689,20445372,6180329,5702155,1905775,6657110,1,1
690,20504713,6198269,5718710,1911301,6676431,1,1
691,20564139,6216234,5735288,1916835,6695779,1,1
692,20623659,6234227,5751894,1922377,6715159,1,1
693,20683252,6252243,5768519,1927927,6734561,1,1
694,20742940,6270287,5785171,1933485,6753995,1,1
695,20802708,6288355,5801845,1939051,6773454,1,1
696,20862577,6306453,5818548,1944625,6792948,1,1
697,20922520,6324575,5835271,1950207,6812465,1,1
698,20982559,6342724,5852021,1955797,6832014,1,1
699,21042677,6360898,5868793,1961395,6851588,1,1
700,21102865,6379095,5885584,1967001,6871183,1,1
701,21163169,6397324,5902408,1972615,6890819,1,1
702,21223545,6415576,5919252,1978237,6910477,1,1
703,21284005,6433853,5936120,1983867,6930162,1,1
704,21344560,6452159,5953014,1989505,6949879,1,1
705,21405191,6470488,5969929,1995151,6969620,1,1
706,21465904,6488843,5986867,2000805,6989387,1,1
707,21526710,6507225,6003831,2006467,7009185,1,1
708,21587612,6525635,6020822,2012137,7029015,1,1
709,21648580,6544067,6037831,2017815,7048865,1,1
710,21709640,6562526,6054865,2023501,7068745,1,1
711,21770799,6581014,6071928,2029195,7088659,1,1
712,21832033,6599525,6089012,2034897,7108596,1,1
713,21893353,6618063,6106119,2040607,7128561,1,1
714,21954767,6636628,6123253,2046325,7148558,1,1
715,22016254,6655217,6140407,2052051,7168577,1,1
716,22077841,6673834,6157589,2057785,7188630,1,1
717,22139507,6692476,6174793,2063527,7208708,1,1
718,22201253,6711143,6192019,2069277,7228811,1,1
719,22263088,6729836,6209270,2075035,7248944,1,1
720,22325021,6748558,6226549,2080801,7269110,1,1
721,22387031,6767304,6243849,2086575,7289300,1,1
722,22449120,6786075,6261171,2092357,7309515,1,1
723,22511305,6804873,6278520,2098147,7329762,1,1
724,22573577,6823698,6295893,2103945,7350038,1,1
725,22635918,6842545,6313285,2109751,7370334,1,1
726,22698365,6861423,6330707,2115565,7390667,1,1
727,22760891,6880325,6348151,2121387,7411025,1,1
728,22823505,6899253,6365620,2127217,7431412,1,1
729,22886203,6918207,6383112,2133055,7451826,1,1
730,22948978,6937185,6400625,2138901,7472264,1,1
731,23011854,6956193,6418167,2144755,7492737,1,1
732,23074811,6975225,6435731,2150617,7513235,1,1
733,23137852,6994283,6453319,2156487,7533761,1,1
734,23200978,7013366,6470930,2162365,7554314,1,1
735,23264203,7032479,6488570,2168251,7574901,1,1
736,23327508,7051616,6506231,2174145,7595513,1,1
737,23390880,7070775,6523911,2180047,7616145,1,1
738,23454353,7089963,6541619,2185957,7636811,1,1
739,23517915,7109178,6559352,2191875,7657507,1,1
740,23581559,7128418,6577108,2197801,7678229,1,1
741,23645280,7147682,6594885,2203735,7698975,1,1
742,23709101,7166975,6612691,2209677,7719755,1,1
743,23773011,7186295,6630522,2215627,7740565,1,1
744,23836990,7205637,6648371,2221585,7761395,1,1
745,23901058,7225005,6666245,2227551,7782254,1,1
746,23965229,7244404,6684148,2233525,7803149,1,1
747,24029468,7263824,6702070,2239507,7824064,1,1
748,24093794,7283271,6720016,2245497,7845007,1,1
749,24158220,7302747,6737991,2251495,7865985,1,1
750,24222727,7322247,6755988,2257501,7886988,1,1
751,24287319,7341774,6774008,2263515,7908019,1,1
752,24352000,7361327,6792054,2269537,7929079,1,1
753,24416762,7380905,6810122,2275567,7950165,1,1
754,24481601,7400507,6828211,2281605,7971275,1,1
755,24546534,7420137,6846327,2287651,7992417,1,1
756,24611552,7439792,6864466,2293705,8013586,1,1
757,24676656,7459474,6882629,2299767,8034783,1,1
758,24741852,7479183,6900819,2305837,8056011,1,1
759,24807131,7498917,6919031,2311915,8077265,1,1
760,24872490,7518676,6937265,2318001,8098545,1,1
761,24937953,7538465,6955530,2324095,8119861,1,1
762,25003490,7558277,6973814,2330197,8141199,1,1
763,25069109,7578114,6992121,2336307,8162564,1,1
764,25134820,7597979,7010454,2342425,8183959,1,1
765,25200598,7617865,7028805,2348551,8205374,1,1
766,25266491,7637784,7047189,2354685,8226830,1,1
767,25332444,7657723,7065589,2360827,8248302,1,1
768,25398505,7677693,7084020,2366977,8269812,1,1
769,25464643,7697687,7102472,2373135,8291346,1,1
770,25530867,7717707,7120948,2379301,8312908,1,1
771,25597172,7737752,7139446,2385475,8334496,1,1
772,25663573,7757825,7157972,2391657,8356116,1,1
773,25730052,7777923,7176519,2397847,8377761,1,1
774,25796623,7798047,7195092,2404045,8399436,1,1
775,25863283,7818199,7213690,2410251,8421141,1,1
776,25930012,7838372,7232306,2416465,8442866,1,1
777,25996849,7858577,7250954,2422687,8464629,1,1
778,26063757,7878804,7269620,2428917,8486413,1,1
779,26130757,7899058,7288313,2435155,8508228,1,1
780,26197835,7919337,7307027,2441401,8530067,1,1
781,26265002,7939642,7325766,2447655,8551936,1,1
782,26332265,7959976,7344532,2453917,8573837,1,1
783,26399605,7980333,7363320,2460187,8595762,1,1
784,26467033,8000717,7382132,2466465,8617716,1,1
785,26534540,8021126,7400965,2472751,8639695,1,1
786,26602144,8041563,7419827,2479045,8661707,1,1
787,26669839,8062027,7438714,2485347,8683749,1,1
788,26737609,8082514,7457621,2491657,8705814,1,1
789,26805461,8103027,7476551,2497975,8727905,1,1
790,26873400,8123566,7495505,2504301,8750025,1,1
791,26941443,8144135,7514490,2510635,8772181,1,1
792,27009559,8164727,7533494,2516977,8794359,1,1
793,27077761,8185345,7552522,2523327,8816565,1,1
794,27146027,8205984,7571566,2529685,8838789,1,1
795,27214412,8226656,7590646,2536051,8861056,1,1
796,27282877,8247353,7609748,2542425,8883348,1,1
797,27351427,8268076,7628873,2548807,8905668,1,1
798,27420059,8288824,7648021,2555197,8928014,1,1
799,27488773,8309597,7667192,2561595,8950386,1,1
800,27557570,8330396,7686385,2568001,8972785,1,1
801,27626469,8351224,7705608,2574415,8995219,1,1
802,27695447,8372076,7724853,2580837,9017678,1,1
803,27764502,8392953,7744119,2587267,9040161,1,1
804,27833648,8413856,7763410,2593705,9062674,1,1
805,27902889,8434788,7782728,2600151,9085219,1,1
806,27972204,8455743,7802067,2606605,9107787,1,1
807,28041604,8476723,7821429,2613067,9130382,1,1
808,28111098,8497732,7840817,2619537,9153009,1,1
809,28180687,8518768,7860233,2626015,9175668,1,1
810,28250345,8539827,7879667,2632501,9198347,1,1
811,28320094,8560913,7899127,2638995,9221057,1,1
812,28389931,8582025,7918611,2645497,9243795,1,1
813,28459850,8603162,7938118,2652007,9266560,1,1
814,28529863,8624327,7957652,2658525,9289356,1,1
815,28599959,8645518,7977208,2665051,9312179,1,1
816,28670141,8666734,7996789,2671585,9335030,1,1
817,28740400,8687975,8016391,2678127,9357905,1,1
818,28810762,8709245,8036022,2684677,9380815,1,1
819,28881197,8730538,8055673,2691235,9403748,1,1
820,28951715,8751857,8075347,2697801,9426707,1,1
821,29022327,8773203,8095048,2704375,9449698,1,1
822,29093021,8794575,8114771,2710957,9472715,1,1
823,29163805,8815973,8134520,2717547,9495762,1,1
824,29234673,8837397,8154292,2724145,9518836,1,1
825,29305634,8858849,8174090,2730751,9541941,1,1
826,29376664,8880323,8193907,2737365,9565067,1,1
827,29447800,8901827,8213754,2743987,9588229,1,1
828,29519000,8923352,8233618,2750617,9611410,1,1
829,29590305,8944908,8253512,2757255,9634627,1,1
830,29661694,8966489,8273430,2763901,9657871,1,1
831,29733152,8988092,8293366,2770555,9681136,1,1
832,29804706,9009724,8313329,2777217,9704433,1,1
833,29876359,9031384,8333321,2783887,9727764,1,1
834,29948063,9053063,8353325,2790565,9751107,1,1
835,30019904,9074779,8373370,2797251,9774501,1,1
836,30091790,9096512,8393425,2803945,9797905,1,1
837,30163790,9118277,8413514,2810647,9821349,1,1
838,30235859,9140064,8433621,2817357,9844814,1,1
839,30308011,9161877,8453751,2824075,9868305,1,1
840,30380255,9183717,8473907,2830801,9891827,1,1
841,30452585,9205583,8494087,2837535,9915377,1,1
842,30525010,9227477,8514294,2844277,9938959,1,1
843,30597498,9249392,8534517,2851027,9962559,1,1
844,30670088,9271336,8554770,2857785,9986194,1,1
845,30742774,9293309,8575050,2864551,10009861,1,1
846,30815524,9315303,8595347,2871325,10033547,1,1
847,30888379,9337327,8615674,2878107,10057269,1,1
848,30961307,9359374,8636020,2884897,10081013,1,1
849,31034312,9381445,8656388,2891695,10104781,1,1
850,31107427,9403547,8676788,2898501,10128588,1,1
851,31180612,9425672,8697206,2905315,10152416,1,1
852,31253882,9447823,8717648,2912137,10176271,1,1
853,31327262,9470005,8738122,2918967,10200165,1,1
854,31400710,9492209,8758614,2925805,10224079,1,1
855,31474230,9514436,8779125,2932651,10248015,1,1
856,31547848,9536691,8799665,2939505,10271984,1,1
857,31621552,9558973,8820228,2946367,10295981,1,1
858,31695348,9581282,8840817,2953237,10320009,1,1
859,31769233,9603617,8861432,2960115,10344066,1,1
860,31843195,9625977,8882067,2967001,10368147,1,1
861,31917244,9648363,8902727,2973895,10392257,1,1
862,31991378,9670774,8923410,2980797,10416394,1,1
863,32065605,9693213,8944120,2987707,10440562,1,1
864,32139904,9715675,8964849,2994625,10464752,1,1
865,32214309,9738168,8985608,3001551,10488979,1,1
866,32288789,9760684,9006388,3008485,10513229,1,1
867,32363359,9783227,9027194,3015427,10537509,1,1
868,32437994,9805791,9048016,3022377,10561807,1,1
869,32512743,9828387,9068872,3029335,10586146,1,1
870,32587562,9851006,9089746,3036301,10610506,1,1
871,32662475,9873653,9110647,3043275,10634897,1,1
872,32737468,9896324,9131570,3050257,10659314,1,1
873,32812555,9919023,9152520,3057247,10683762,1,1
874,32887716,9941746,9173489,3064245,10708233,1,1
875,32962975,9964497,9194487,3071251,10732737,1,1
876,33038317,9987273,9215508,3078265,10757268,1,1
877,33113752,10010077,9236555,3085287,10781830,1,1
878,33189259,10032904,9257621,3092317,10806414,1,1
879,33264853,10055757,9278712,3099355,10831026,1,1
880,33340535,10078637,9299827,3106401,10855667,1,1
881,33416304,10101543,9320967,3113455,10880337,1,1
882,33492174,10124478,9342135,3120517,10905041,1,1
883,33568103,10147433,9363319,3127587,10929761,1,1
884,33644128,10170416,9384530,3134665,10954514,1,1
885,33720251,10193428,9405769,3141751,10979300,1,1
886,33796445,10216463,9427027,3148845,11004107,1,1
887,33872737,10239526,9448313,3155947,11028948,1,1
888,33949100,10262612,9469618,3163057,11053810,1,1
889,34025565,10285728,9490952,3170175,11078707,1,1
890,34102105,10308867,9512307,3177301,11103627,1,1
891,34178739,10332034,9533688,3184435,11128579,1,1
892,34255457,10355226,9555093,3191577,11153558,1,1
893,34332255,10378443,9576520,3198727,11178562,1,1
894,34409141,10401687,9597971,3205885,11203595,1,1
895,34486110,10424956,9619445,3213051,11228655,1,1
896,34563177,10448253,9640948,3220225,11253748,1,1
897,34640325,10471576,9662472,3227407,11278867,1,1
898,34717559,10494924,9684021,3234597,11304014,1,1
899,34794868,10518296,9705590,3241795,11329184,1,1
900,34872286,10541699,9727191,3249001,11354392,1,1
901,34949774,10565125,9748810,3256215,11379621,1,1
902,35027336,10588574,9770449,3263437,11404873,1,1
903,35104998,10612052,9792117,3270667,11430159,1,1
904,35182753,10635557,9813812,3277905,11455476,1,1
905,35260587,10659087,9835528,3285151,11480818,1,1
906,35338505,10682643,9857267,3292405,11506187,1,1
907,35416502,10706223,9879028,3299667,11531581,1,1
908,35494602,10729833,9900819,3306937,11557011,1,1
909,35572778,10753466,9922630,3314215,11582464,1,1
910,35651040,10777126,9944465,3321501,11607945,1,1
911,35729390,10800812,9966325,3328795,11633455,1,1
912,35807831,10824525,9988211,3336097,11658995,1,1
913,35886350,10848262,10010118,3343407,11684560,1,1
914,35964951,10872025,10032048,3350725,11710151,1,1
915,36043652,10895816,10054006,3358051,11735776,1,1
916,36122444,10919635,10075990,3365385,11761431,1,1
917,36201300,10943475,10097991,3372727,11787105,1,1
918,36280264,10967345,10120023,3380077,11812816,1,1
919,36359282,10991235,10142068,3387435,11838541,1,1
920,36438423,11015159,10164150,3394801,11864311,1,1
921,36517622,11039102,10186246,3402175,11890096,1,1
922,36596925,11063076,10208372,3409557,11915917,1,1
923,36676305,11087073,10230520,3416947,11941762,1,1
924,36755770,11111097,10252691,3424345,11967635,1,1
925,36835322,11135146,10274886,3431751,11993536,1,1
926,36914962,11159222,10297106,3439165,12019466,1,1
927,36994693,11183325,10319352,3446587,12045426,1,1
928,37074509,11207454,10341621,3454017,12071414,1,1
929,37154414,11231610,10363915,3461455,12097431,1,1
930,37234389,11255788,10386228,3468901,12123469,1,1
931,37314455,11279993,10408567,3476355,12149537,1,1
932,37394617,11304226,10430933,3483817,12175638,1,1
933,37474861,11328485,10453322,3491287,12201765,1,1
934,37555187,11352768,10475733,3498765,12227918,1,1
935,37635592,11377076,10498166,3506251,12254096,1,1
936,37716086,11401411,10520624,3513745,12280303,1,1
937,37796676,11425774,10543109,3521247,12306543,1,1
938,37877359,11450164,10565621,3528757,12332814,1,1
939,37958115,11474578,10588152,3536275,12359107,1,1
940,38038948,11499015,10610705,3543801,12385424,1,1
941,38119891,11523484,10633289,3551335,12411780,1,1
942,38200907,11547976,10655893,3558877,12438158,1,1
943,38282003,11572493,10678519,3566427,12464561,1,1
944,38363195,11597038,10701172,3573985,12490997,1,1
945,38444471,11621608,10723849,3581551,12517460,1,1
946,38525825,11646203,10746547,3589125,12543947,1,1
947,38607275,11670826,10769272,3596707,12570467,1,1
948,38688800,11695472,10792018,3604297,12597010,1,1
949,38770425,11720148,10814792,3611895,12623587,1,1
950,38852131,11744848,10837589,3619501,12650190,1,1
951,38933919,11769574,10860408,3627115,12676819,1,1
952,39015795,11794326,10883252,3634737,12703477,1,1
953,39097753,11819103,10906119,3642367,12730161,1,1
954,39179798,11843906,10929010,3650005,12756874,1,1
955,39261932,11868736,10951926,3657651,12783616,1,1
956,39344154,11893593,10974867,3665305,12810387,1,1
957,39426451,11918473,10997828,3672967,12837181,1,1
958,39508855,11943383,11020820,3680637,12864012,1,1
959,39591333,11968317,11043832,3688315,12890866,1,1
960,39673895,11993277,11066867,3696001,12917747,1,1
961,39756545,12018263,11089927,3703695,12944657,1,1
962,39839285,12043276,11113012,3711397,12971597,1,1
963,39922107,12068314,11136120,3719107,12998563,1,1
964,40005015,12093378,11159252,3726825,13025557,1,1
965,40088005,12118467,11182407,3734551,13052577,1,1
966,40171093,12143585,11205590,3742285,13079631,1,1
967,40254257,12168726,11228793,3750027,13106708,1,1
