n,TotalOps,Assignments,ArrayLookups,Comparisons,Arithmetic,MethodCalls,Returns
2993,385336757,116493544,107520520,35862127,125460563,1,1
2994,385594247,116571388,107592373,35886085,125544398,1,1
2995,385851817,116649257,107664248,35910051,125628258,1,1
2996,386109468,116727151,107736145,35934025,125712144,1,1
2997,386367218,116805074,107808070,35958007,125796064,1,1
2998,386625052,116883023,107880019,35981997,125880011,1,1
2999,386882968,116960996,107951990,36005995,125963984,1,1
3000,387140977,117038997,108023988,36030001,126047988,1,1
3001,387399064,117117023,108096007,36054015,126132017,1,1
3002,387657247,117195076,108168053,36078037,126216078,1,1
3003,387915502,117273153,108240119,36102067,126300161,1,1
3004,388173841,117351255,108312208,36126105,126384271,1,1
3005,388432282,117429386,108384326,36150151,126468416,1,1
3006,388690800,117507542,108456465,36174205,126552585,1,1
3007,388949406,117585724,108528629,36198267,126636783,1,1
3008,389208105,117663933,108600820,36222337,126721012,1,1
3009,389466883,117742167,108673032,36246415,126805266,1,1
3010,389725744,117820427,108745267,36270501,126889547,1,1
3011,389984688,117898711,108817525,36294595,126973854,1,1
3012,390243742,117977027,108889815,36318697,127058200,1,1
3013,390502852,118055363,108962119,36342807,127142561,1,1
3014,390762067,118133728,109034453,36366925,127226958,1,1
3015,391021363,118212119,109106810,36391051,127311381,1,1
3016,391280744,118290535,109179190,36415185,127395831,1,1
3017,391540201,118368975,109251591,36439327,127480305,1,1
3018,391799762,118447445,109324022,36463477,127564815,1,1
3019,392059391,118525937,109396471,36487635,127649345,1,1
3020,392319115,118604457,109468947,36511801,127733907,1,1
3021,392578929,118683004,109541448,36535975,127818499,1,1
3022,392838814,118761573,109613969,36560157,127903112,1,1
3023,393098809,118840174,109686521,36584347,127987764,1,1
3024,393358871,118918797,109759091,36608545,128072435,1,1
3025,393619022,118997446,109831686,36632751,128157136,1,1
3026,393879267,119076123,109904308,36656965,128241868,1,1
3027,394139595,119154826,109976952,36681187,128326627,1,1
3028,394399996,119233551,110049617,36705417,128411408,1,1
3029,394660509,119312309,110122314,36729655,128496229,1,1
3030,394921089,119391088,110195028,36753901,128581069,1,1
3031,395181754,119469893,110267767,36778155,128665937,1,1
3032,395442513,119548725,110340532,36802417,128750836,1,1
3033,395703352,119627583,110413319,36826687,128835761,1,1
3034,395964283,119706467,110486132,36850965,128920716,1,1
3035,396225290,119785376,110558965,36875251,129005695,1,1
3036,396486403,119864315,110631830,36899545,129090711,1,1
3037,396747580,119943275,110704711,36923847,129175745,1,1
3038,397008859,120022264,110777621,36948157,129260814,1,1
3039,397270222,120101279,110850555,36972475,129345910,1,1
3040,397531657,120180317,110923508,36996801,129431028,1,1
3041,397793184,120259383,110996487,37021135,129516177,1,1
3042,398054800,120338475,111069491,37045477,129601355,1,1
3043,398316514,120417595,111142523,37069827,129686566,1,1
3044,398578299,120496739,111215574,37094185,129771799,1,1
3045,398840169,120575908,111288648,37118551,129857059,1,1
3046,399102124,120655103,111361747,37142925,129942347,1,1
3047,399364168,120734324,111434870,37167307,130027664,1,1
3048,399626309,120813574,111508021,37191697,130113014,1,1
3049,399888521,120892847,111581191,37216095,130198385,1,1
3050,400150827,120972147,111654388,37240501,130283788,1,1
3051,400413221,121051474,111727609,37264915,130369220,1,1
3052,400675695,121130826,111800852,37289337,130454677,1,1
3053,400938253,121210203,111874119,37313767,130540161,1,1
3054,401200907,121289608,111947413,37338205,130625678,1,1
3055,401463641,121369038,112020729,37362651,130711220,1,1
3056,401726459,121448494,112094068,37387105,130796789,1,1
3057,401989363,121527975,112167432,37411567,130882386,1,1
3058,402252350,121607482,112240818,37436037,130968010,1,1
3059,402515419,121687014,112314227,37460515,131053660,1,1
3060,402778601,121766578,112387669,37485001,131139350,1,1
3061,403041847,121846163,112461128,37509495,131225058,1,1
3062,403305180,121925775,112534611,37533997,131310795,1,1
3063,403568600,122005412,112608118,37558507,131396560,1,1
3064,403832108,122085076,112681650,37583025,131482354,1,1
3065,404095709,122164768,112755208,37607551,131568179,1,1
3066,404359382,122244482,112828786,37632085,131654026,1,1
3067,404623153,122324225,112902392,37656627,131739906,1,1
3068,404887011,122403995,112976022,37681177,131825815,1,1
3069,405150938,122483786,113049670,37705735,131911744,1,1
3070,405414960,122563606,113123345,37730301,131997705,1,1
3071,405679074,122643453,113197047,37754875,132083697,1,1
3072,405943277,122723326,113270773,37779457,132169718,1,1
3073,406207557,122803224,113344520,37804047,132255763,1,1
3074,406471918,122883146,113418290,37828645,132341834,1,1
3075,406736374,122963097,113492087,37853251,132427937,1,1
3076,407000923,123043075,113565910,37877865,132514071,1,1
3077,407265541,123123075,113639751,37902487,132600225,1,1
3078,407530253,123203103,113713619,37927117,132686411,1,1
3079,407795057,123283158,113787513,37951755,132772628,1,1
3080,408059928,123363235,113861425,37976401,132858864,1,1
3081,408324898,123443341,113935365,38001055,132945134,1,1
3082,408589961,123523475,114009331,38025717,133031435,1,1
3083,408855111,123603635,114083322,38050387,133117765,1,1
3084,409120330,123683817,114157331,38075065,133204115,1,1
3085,409385656,123764029,114231371,38099751,133290502,1,1
3086,409651051,123844264,114305429,38124445,133376910,1,1
3087,409916521,123924523,114379508,38149147,133463341,1,1
3088,410182116,124004816,114453623,38173857,133549817,1,1
3089,410447760,124085127,114527751,38198575,133636305,1,1
3090,410713504,124165467,114601907,38223301,133722827,1,1
3091,410979339,124245834,114676088,38248035,133809379,1,1
3092,411245257,124326226,114750293,38272777,133895958,1,1
3093,411511259,124406644,114824521,38297527,133982564,1,1
3094,411777340,124487087,114898771,38322285,134069195,1,1
3095,412043512,124567556,114973046,38347051,134155856,1,1
3096,412309777,124648053,115047348,38371825,134242548,1,1
3097,412576129,124728577,115121674,38396607,134329269,1,1
3098,412842559,124809124,115196021,38421397,134416014,1,1
3099,413109080,124889699,115270394,38446195,134502789,1,1
3100,413375677,124970297,115344788,38471001,134589588,1,1
3101,413642367,125050923,115419208,38495815,134676418,1,1
3102,413909143,125131575,115493652,38520637,134763276,1,1
3103,414176000,125212252,115568118,38545467,134850160,1,1
3104,414442953,125292957,115642612,38570305,134937076,1,1
3105,414709987,125373687,115717128,38595151,135024018,1,1
3106,414977107,125454443,115791668,38620005,135110988,1,1
3107,415244306,125535224,115866229,38644867,135197983,1,1
3108,415511609,125616034,115940821,38669737,135285014,1,1
3109,415778983,125696867,116015432,38694615,135372066,1,1
3110,416046444,125777727,116090067,38719501,135459147,1,1
3111,416314003,125858615,116164730,38744395,135546261,1,1
3112,416581635,125939526,116239412,38769297,135633397,1,1
3113,416849359,126020464,116314121,38794207,135720564,1,1
3114,417117163,126101427,116388852,38819125,135807756,1,1
3115,417385052,126182416,116463606,38844051,135894976,1,1
3116,417653028,126263431,116538385,38868985,135982224,1,1
3117,417921107,126344476,116613193,38893927,136069508,1,1
3118,418189261,126425545,116688022,38918877,136156815,1,1
3119,418457486,126506636,116762869,38943835,136244143,1,1
3120,418725821,126587758,116837749,38968801,136331510,1,1
3121,418994224,126668903,116912647,38993775,136418897,1,1
3122,419262720,126750075,116987571,39018757,136506315,1,1
3123,419531309,126831274,117062521,39043747,136593764,1,1
3124,419799966,126912496,117137489,39068745,136681233,1,1
3125,420068733,126993749,117212490,39093751,136768741,1,1
3126,420337564,127075023,117287507,39118765,136856267,1,1
3127,420606493,127156325,117362552,39143787,136943826,1,1
3128,420875500,127237652,117437618,39168817,137031410,1,1
3129,421144598,127319006,117512710,39193855,137119024,1,1
3130,421413798,127400390,117587831,39218901,137206673,1,1
3131,421683048,127481791,117662965,39243955,137294334,1,1
3132,421952408,127563224,117738130,39269017,137382034,1,1
3133,422221857,127644684,117813320,39294087,137469763,1,1
3134,422491385,127726168,117888532,39319165,137557517,1,1
3135,422760995,127807677,117963767,39344251,137645297,1,1
3136,423030694,127889213,118039027,39369345,137733107,1,1
3137,423300487,127970776,118114313,39394447,137820948,1,1
3138,423570353,128052363,118189619,39419557,137908811,1,1
3139,423840310,128133977,118264951,39444675,137996705,1,1
3140,424110350,128215616,118340305,39469801,138084625,1,1
3141,424380491,128297284,118415689,39494935,138172580,1,1
3142,424650691,128378973,118491088,39520077,138260551,1,1
3143,424921000,128460692,118566518,39545227,138348560,1,1
3144,425191393,128542437,118641972,39570385,138436596,1,1
3145,425461865,128624207,118717447,39595551,138524657,1,1
3146,425732424,128706003,118792947,39620725,138612747,1,1
3147,426003073,128787825,118868472,39645907,138700866,1,1
3148,426273807,128869674,118944020,39671097,138789013,1,1
3149,426544618,128951546,119019590,39696295,138877184,1,1
3150,426815533,129033449,119095190,39721501,138965391,1,1
3151,427086514,129115373,119170807,39746715,139053617,1,1
3152,427357590,129197325,119246451,39771937,139141875,1,1
3153,427628753,129279303,119322119,39797167,139230161,1,1
3154,427900003,129361307,119397812,39822405,139318476,1,1
3155,428171339,129443338,119473528,39847651,139406819,1,1
3156,428442757,129525393,119549268,39872905,139495188,1,1
3157,428714258,129607474,119625030,39898167,139583584,1,1
3158,428985852,129689583,119700819,39923437,139672011,1,1
3159,429257537,129771718,119776633,39948715,139760468,1,1
3160,429529299,129853878,119852468,39974001,139848949,1,1
3161,429801151,129936064,119928329,39999295,139937460,1,1
3162,430073076,130018274,120004209,40024597,140025993,1,1
3163,430345107,130100514,120080120,40049907,140114563,1,1
3164,430617219,130182779,120156054,40075225,140203159,1,1
3165,430889404,130265067,120232007,40100551,140291777,1,1
3166,431161685,130347383,120307987,40125885,140380427,1,1
3167,431434059,130429727,120383994,40151227,140469109,1,1
3168,431706502,130512093,120460019,40176577,140557811,1,1
3169,431979038,130594486,120536070,40201935,140646544,1,1
3170,432251656,130676905,120612144,40227301,140735303,1,1
3171,432524374,130759353,120688247,40252675,140824097,1,1
3172,432797179,130841827,120764374,40278057,140912919,1,1
3173,433070055,130924323,120840520,40303447,141001762,1,1
3174,433343018,131006846,120916690,40328845,141090634,1,1
3175,433616065,131089395,120992884,40354251,141179533,1,1
3176,433889217,131171973,121069108,40379665,141268468,1,1
3177,434162443,131254575,121145352,40405087,141357426,1,1
3178,434435757,131337204,121221620,40430517,141446413,1,1
3179,434709146,131419856,121297909,40455955,141535423,1,1
3180,434982635,131502537,121374227,40481401,141624467,1,1
3181,435256204,131585243,121450567,40506855,141713537,1,1
3182,435529860,131667975,121526931,40532317,141802635,1,1
3183,435803593,131750731,121603316,40557787,141891757,1,1
3184,436077430,131833517,121679731,40583265,141980915,1,1
3185,436351347,131916327,121756168,40608751,142070098,1,1
3186,436625353,131999165,121832630,40634245,142159311,1,1
3187,436899430,132082025,121909111,40659747,142248545,1,1
3188,437173612,132164915,121985622,40685257,142337815,1,1
3189,437447861,132247827,122062151,40710775,142427105,1,1
3190,437722214,132330769,122138710,40736301,142516431,1,1
3191,437996641,132413734,122215289,40761835,142605780,1,1
3192,438271159,132496727,122291894,40787377,142695159,1,1
3193,438545752,132579743,122368519,40812927,142784561,1,1
3194,438820445,132662788,122445172,40838485,142873997,1,1
3195,439095212,132745856,122521846,40864051,142963456,1,1
3196,439370084,132828955,122598550,40889625,143052951,1,1
3197,439645025,132912076,122675272,40915207,143142467,1,1
3198,439920059,132995224,122752021,40940797,143232014,1,1
3199,440195184,133078400,122828795,40966395,143321591,1,1
3200,440470377,133161597,122905588,40992001,143411188,1,1
3201,440745669,133244824,122982408,41017615,143500819,1,1
3202,441021038,133328074,123059250,41043237,143590474,1,1
3203,441296509,133411354,123136121,41068867,143680164,1,1
3204,441572046,133494656,123213009,41094505,143769873,1,1
3205,441847691,133577988,123289929,41120151,143859620,1,1
3206,442123420,133661346,123366872,41145805,143949394,1,1
3207,442399215,133744726,123443832,41171467,144039187,1,1
3208,442675103,133828133,123520819,41197137,144129011,1,1
3209,442951081,133911567,123597831,41222815,144218865,1,1
3210,443227145,133995027,123674867,41248501,144308747,1,1
3211,443503304,134078515,123751930,41274195,144398661,1,1
3212,443779533,134162025,123829012,41299897,144488596,1,1
3213,444055859,134245564,123906121,41325607,144578564,1,1
3214,444332265,134329128,123983252,41351325,144668557,1,1
3215,444608750,134412716,124060405,41377051,144758575,1,1
3216,444885339,134496334,124137588,41402785,144848629,1,1
3217,445162005,134579976,124214792,41428527,144938707,1,1
3218,445438752,134663643,124292019,41454277,145028811,1,1
3219,445715591,134747337,124369271,41480035,145118945,1,1
3220,445992515,134831057,124446547,41505801,145209107,1,1
3221,446269520,134914802,124523845,41531575,145299295,1,1
3222,446546630,134998577,124601174,41557357,145389519,1,1
3223,446823805,135082373,124678520,41583147,145479762,1,1
3224,447101077,135166198,124755893,41608945,145570038,1,1
3225,447378420,135250046,124833285,41634751,145660335,1,1
3226,447655869,135333924,124910708,41660565,145750669,1,1
3227,447933395,135417826,124988152,41686387,145841027,1,1
3228,448210993,135501751,125065616,41712217,145931407,1,1
3229,448488705,135585708,125143112,41738055,146021827,1,1
3230,448766482,135669686,125220626,41763901,146112266,1,1
3231,449044355,135753693,125298167,41789755,146202737,1,1
3232,449322311,135837725,125375731,41815617,146293235,1,1
3233,449600353,135921783,125453319,41841487,146383761,1,1
3234,449878487,136005868,125530933,41867365,146474318,1,1
3235,450156695,136089977,125608567,41893251,146564897,1,1
3236,450434994,136174113,125686227,41919145,146655507,1,1
3237,450713378,136258274,125763910,41945047,146746144,1,1
3238,450991859,136342464,125841621,41970957,146836814,1,1
3239,451270417,136426678,125919353,41996875,146927508,1,1
3240,451549048,136510915,125997105,42022801,147018224,1,1
3241,451827793,136595185,126074890,42048735,147108981,1,1
3242,452106607,136679476,126152693,42074677,147199758,1,1
3243,452385511,136763795,126230522,42100627,147290565,1,1
3244,452664495,136848138,126308372,42126585,147381397,1,1
3245,452943569,136932508,126386248,42152551,147472259,1,1
3246,453222711,137016900,126464142,42178525,147563141,1,1
3247,453501968,137101324,126542070,42204507,147654064,1,1
3248,453781305,137185773,126620020,42230497,147745012,1,1
3249,454060716,137270246,126697989,42256495,147835983,1,1
3250,454340229,137354748,126775988,42282501,147926989,1,1
3251,454619824,137439275,126854010,42308515,148018021,1,1
3252,454899486,137523824,126932049,42334537,148109073,1,1
3253,455179257,137608404,127010120,42360567,148200163,1,1
3254,455459100,137693007,127088211,42386605,148291275,1,1
3255,455739034,137777637,127166327,42412651,148382417,1,1
3256,456019057,137862293,127244468,42438705,148473588,1,1
3257,456299160,137946975,127322631,42464767,148564785,1,1
3258,456579357,138031684,127400820,42490837,148656013,1,1
3259,456859635,138116418,127479032,42516915,148747267,1,1
3260,457139995,138201177,127557267,42543001,148838547,1,1
3261,457420449,138285964,127635528,42569095,148929859,1,1
3262,457700983,138370775,127713812,42595197,149021196,1,1
3263,457981600,138455612,127792118,42621307,149112560,1,1
3264,458262302,138540475,127870448,42647425,149203951,1,1
3265,458543102,138625366,127948806,42673551,149295376,1,1
3266,458823993,138710285,128027190,42699685,149386831,1,1
3267,459104944,138795223,128105589,42725827,149478302,1,1
3268,459386000,138880192,128184018,42751977,149569810,1,1
3269,459667145,138965188,128262472,42778135,149661347,1,1
3270,459948371,139050208,128340949,42804301,149752910,1,1
3271,460229677,139135253,128419448,42830475,149844498,1,1
3272,460511075,139220326,128497972,42856657,149936117,1,1
3273,460792552,139305423,128576519,42882847,150027761,1,1
3274,461074118,139390546,128655090,42909045,150119434,1,1
3275,461355777,139475697,128733688,42935251,150211138,1,1
3276,461637512,139560872,128812306,42961465,150302866,1,1
3277,461919349,139646077,128890954,42987687,150394629,1,1
3278,462201253,139731303,128969619,43013917,150486411,1,1
3279,462483253,139816557,129048312,43040155,150578226,1,1
3280,462765335,139901837,129127027,43066401,150670067,1,1
3281,463047507,139987143,129205768,43092655,150761938,1,1
3282,463329765,140072476,129284532,43118917,150853837,1,1
3283,463612105,140157833,129363320,43145187,150945762,1,1
3284,463894539,140243219,129442134,43171465,151037719,1,1
3285,464177049,140328628,129520968,43197751,151129699,1,1
3286,464459649,140414064,129599828,43224045,151221709,1,1
3287,464742335,140499526,129678712,43250347,151313747,1,1
3288,465025114,140585015,129757623,43276657,151405816,1,1
3289,465307965,140670528,129836552,43302975,151497907,1,1
3290,465590900,140756066,129915505,43329301,151590025,1,1
3291,465873932,140841632,129994486,43355635,151682176,1,1
3292,466157042,140927223,130073488,43381977,151774351,1,1
3293,466440257,141012844,130152520,43408327,151866563,1,1
3294,466723547,141098488,130231573,43434685,151958798,1,1
3295,467006919,141184158,130310648,43461051,152051059,1,1
3296,467290372,141269852,130389746,43487425,152143346,1,1
3297,467573929,141355577,130468874,43513807,152235669,1,1
3298,467857546,141441321,130548017,43540197,152328008,1,1
3299,468141282,141527099,130627195,43566595,152420390,1,1
3300,468425077,141612897,130706388,43593001,152512788,1,1
3301,468708962,141698722,130785606,43619415,152605216,1,1
3302,468992945,141784576,130864852,43645837,152697677,1,1
3303,469277002,141870453,130944119,43672267,152790161,1,1
3304,469561151,141956357,131023411,43698705,152882675,1,1
3305,469845373,142042284,131102723,43725151,152975212,1,1
3306,470129698,142128241,131182065,43751605,153067784,1,1
3307,470414110,142214225,131261431,43778067,153160385,1,1
3308,470698603,142300233,131340819,43804537,153253011,1,1
3309,470983187,142386268,131420233,43831015,153345668,1,1
3310,471267851,142472328,131499669,43857501,153438350,1,1
3311,471552594,142558413,131579127,43883995,153531057,1,1
3312,471837439,142644527,131658614,43910497,153623799,1,1
3313,472122348,142730662,131738117,43937007,153716559,1,1
3314,472407358,142816826,131817650,43963525,153809354,1,1
3315,472692450,142903016,131897205,43990051,153902175,1,1
3316,472977632,142989232,131976786,44016585,153995026,1,1
3317,473262903,143075475,132056392,44043127,154087906,1,1
3318,473548252,143161743,132136019,44069677,154180811,1,1
3319,473833691,143248037,132215671,44096235,154273745,1,1
3320,474119215,143334357,132295347,44122801,154366707,1,1
3321,474404829,143420704,132375048,44149375,154459699,1,1
3322,474690520,143507075,132454771,44175957,154552715,1,1
3323,474976307,143593474,132534520,44202547,154645763,1,1
3324,475262180,143679899,132614294,44229145,154738839,1,1
3325,475548124,143766347,132694087,44255751,154831937,1,1
3326,475834171,143852824,132773909,44282365,154925070,1,1
3327,476120293,143939325,132853752,44308987,155018226,1,1
3328,476406509,144025854,132933621,44335617,155111414,1,1
3329,476692803,144112407,133013512,44362255,155204626,1,1
3330,476979189,144198988,133093428,44388901,155297869,1,1
3331,477265657,144285593,133173368,44415555,155391138,1,1
3332,477552217,144372226,133253333,44442217,155484438,1,1
3333,477838859,144458884,133333321,44468887,155577764,1,1
3334,478125585,144545568,133413332,44495565,155671117,1,1
3335,478412399,144632278,133493368,44522251,155764499,1,1
3336,478699294,144719013,133573427,44548945,155857907,1,1
3337,478986281,144805775,133653511,44575647,155951345,1,1
3338,479273350,144892562,133733618,44602357,156044810,1,1
3339,479560517,144979378,133813753,44629075,156138308,1,1
3340,479847748,145066215,133893905,44655801,156231824,1,1
3341,480135080,145153082,133974085,44682535,156325375,1,1
3342,480422505,145239976,134054292,44709277,156418957,1,1
3343,480710007,145326894,134134520,44736027,156512563,1,1
3344,480997590,145413837,134214771,44762785,156606195,1,1
3345,481285271,145500808,134295049,44789551,156699860,1,1
3346,481573029,145587804,134375348,44816325,156793549,1,1
3347,481860868,145674824,134455670,44843107,156887264,1,1
3348,482148809,145761874,134536021,44869897,156981014,1,1
3349,482436827,145848948,134616393,44896695,157074788,1,1
3350,482724922,145936046,134696786,44923501,157168586,1,1
3351,483013119,146023174,134777208,44950315,157262419,1,1
3352,483301400,146110327,134857654,44977137,157356279,1,1
3353,483589752,146197503,134938119,45003967,157450161,1,1
3354,483878201,146284707,135018611,45030805,157544075,1,1
3355,484166737,146371937,135099128,45057651,157638018,1,1
3356,484455366,146459195,135179671,45084505,157731992,1,1
3357,484744069,146546477,135260234,45111367,157825989,1,1
3358,485032857,146633784,135340820,45138237,157920013,1,1
3359,485321739,146721119,135421434,45165115,158014069,1,1
3360,485610692,146808476,135502066,45192001,158108146,1,1
3361,485899745,146895863,135582727,45218895,158202257,1,1
3362,486188890,146983277,135663414,45245797,158296399,1,1
3363,486478105,147070713,135744120,45272707,158390562,1,1
3364,486767417,147158178,135824853,45299625,158484758,1,1
3365,487056802,147245666,135905606,45326551,158578976,1,1
3366,487346293,147333185,135986390,45353485,158673231,1,1
3367,487635855,147420726,136067192,45380427,158767507,1,1
3368,487925503,147508293,136148019,45407377,158861811,1,1
3369,488215234,147595885,136228869,45434335,158956142,1,1
3370,488505056,147683505,136309744,45461301,159050503,1,1
3371,488794981,147771154,136390649,45488275,159144900,1,1
3372,489084979,147858827,136471574,45515257,159239319,1,1
3373,489375050,147946522,136552518,45542247,159333760,1,1
3374,489665216,148034246,136633489,45569245,159428233,1,1
3375,489955472,148121996,136714486,45596251,159522736,1,1
3376,490245815,148209773,136795507,45623265,159617267,1,1
3377,490536241,148297575,136876551,45650287,159711825,1,1
3378,490826755,148385403,136957620,45677317,159806412,1,1
3379,491117351,148473257,137038711,45704355,159901025,1,1
3380,491408025,148561135,137119824,45731401,159995663,1,1
3381,491698795,148649041,137200964,45758455,160090333,1,1
3382,491989652,148736973,137282128,45785517,160185031,1,1
3383,492280609,148824934,137363321,45812587,160279764,1,1
3384,492571639,148912919,137444534,45839665,160374519,1,1
3385,492862749,149000928,137525768,45866751,160469299,1,1
3386,493153944,149088963,137607027,45893845,160564107,1,1
3387,493445231,149177025,137688311,45920947,160658945,1,1
3388,493736603,149265113,137769619,45948057,160753811,1,1
3389,494028058,149353226,137850950,45975175,160848704,1,1
3390,494319605,149441367,137932307,46002301,160943627,1,1
3391,494611243,149529535,138013690,46029435,161038581,1,1
3392,494902944,149617723,138095089,46056577,161133552,1,1
3393,495194755,149705943,138176520,46083727,161228562,1,1
3394,495486649,149794189,138257974,46110885,161323599,1,1
3395,495778615,149882457,138339447,46138051,161418657,1,1
3396,496070675,149970753,138420947,46165225,161513747,1,1
3397,496362823,150059075,138502472,46192407,161608866,1,1
3398,496655052,150147423,138584019,46219597,161704011,1,1
3399,496947377,150235798,138665593,46246795,161799188,1,1
3400,497239783,150324199,138747190,46274001,161894391,1,1
3401,497532269,150412624,138828808,46301215,161989619,1,1
3402,497824838,150501074,138910450,46328437,162084874,1,1
3403,498117502,150589553,138992119,46355667,162180161,1,1
3404,498410255,150678058,139073812,46382905,162275477,1,1
3405,498703091,150766588,139155529,46410151,162370820,1,1
3406,498995995,150855141,139237264,46437405,162466183,1,1
3407,499289010,150943725,139319031,46464667,162561585,1,1
3408,499582109,151032334,139400821,46491937,162657014,1,1
3409,499875285,151120968,139482632,46519215,162752467,1,1
3410,500168544,151209627,139564467,46546501,162847947,1,1
3411,500461899,151298314,139646328,46573795,162943459,1,1
3412,500755340,151387027,139728214,46601097,163038999,1,1
3413,501048855,151475763,139810120,46628407,163134562,1,1
3414,501342458,151564526,139892050,46655725,163230154,1,1
3415,501636146,151653315,139974004,46683051,163325773,1,1
3416,501929930,151742132,140055985,46710385,163421425,1,1
3417,502223798,151830974,140137990,46737727,163517104,1,1
3418,502517762,151919845,140220022,46765077,163612815,1,1
3419,502811788,152008736,140302070,46792435,163708544,1,1
3420,503105912,152097656,140384146,46819801,163804306,1,1
3421,503400120,152186602,140466245,46847175,163900095,1,1
3422,503694429,152275577,140548374,46874557,163995919,1,1
3423,503988798,152364572,140630517,46901947,164091759,1,1
3424,504283273,152453597,140712692,46929345,164187636,1,1
3425,504577829,152542648,140794888,46956751,164283539,1,1
3426,504872462,152631722,140877106,46984165,164379466,1,1
3427,505167197,152720826,140959353,47011587,164475428,1,1
3428,505462003,152809953,141041619,47039017,164571411,1,1
3429,505756905,152899108,141123912,47066455,164667427,1,1
3430,506051885,152988287,141206227,47093901,164763467,1,1
3431,506346954,153077493,141288567,47121355,164859537,1,1
3432,506642115,153166726,141370932,47148817,164955637,1,1
3433,506937353,153255983,141453319,47176287,165051761,1,1
3434,507232683,153345267,141535732,47203765,165147916,1,1
3435,507528095,153434577,141618167,47231251,165244097,1,1
3436,507823597,153523913,141700628,47258745,165340308,1,1
3437,508119189,153613277,141783114,47286247,165436549,1,1
3438,508414859,153702664,141865621,47313757,165532814,1,1
3439,508710615,153792078,141948152,47341275,165629107,1,1
3440,509006450,153881516,142030705,47368801,165725425,1,1
3441,509302387,153970983,142113288,47396335,165821778,1,1
3442,509598396,154060474,142195889,47423877,165918153,1,1
3443,509894512,154149995,142278522,47451427,166014565,1,1
3444,510190691,154239537,142361171,47478985,166110995,1,1
3445,510486962,154329106,142443846,47506551,166207456,1,1
3446,510783325,154418703,142526547,47534125,166303947,1,1
3447,511079766,154508324,142609269,47561707,166400463,1,1
3448,511376307,154597974,142692020,47589297,166497013,1,1
3449,511672927,154687648,142774793,47616895,166593588,1,1
3450,511969620,154777346,142857585,47644501,166690185,1,1
3451,512266423,154867075,142940410,47672115,166786821,1,1
3452,512563295,154956826,143023252,47699737,166883477,1,1
3453,512860255,155046603,143106120,47727367,166980162,1,1
3454,513157303,155136407,143189012,47755005,167076876,1,1
3455,513454437,155226237,143271928,47782651,167173618,1,1
3456,513751664,155316095,143354870,47810305,167270391,1,1
3457,514048965,155405976,143437832,47837967,167367187,1,1
3458,514346355,155495883,143520820,47865637,167464012,1,1
3459,514643828,155585816,143603830,47893315,167560864,1,1
3460,514941397,155675777,143686868,47921001,167657748,1,1
3461,515239053,155765765,143769930,47948695,167754661,1,1
3462,515536781,155855775,143853011,47976397,167851595,1,1
3463,515834600,155945812,143936118,48004107,167948560,1,1
3464,516132517,156035878,144019253,48031825,168045558,1,1
3465,516430502,156125966,144102406,48059551,168142576,1,1
3466,516728587,156216083,144185588,48087285,168239628,1,1
3467,517026748,156306224,144268790,48115027,168336704,1,1
3468,517325003,156396393,144352019,48142777,168433811,1,1
3469,517623341,156486587,144435271,48170535,168530945,1,1
3470,517921765,156576807,144518547,48198301,168628107,1,1
3471,518220279,156667054,144601848,48226075,168725299,1,1
3472,518518877,156757326,144685173,48253857,168822518,1,1
3473,518817555,156847623,144768520,48281647,168919762,1,1
3474,519116329,156937949,144851894,48309445,169017039,1,1
3475,519415183,157028299,144935290,48337251,169114341,1,1
3476,519714115,157118673,145018707,48365065,169211667,1,1
3477,520013141,157209075,145102151,48392887,169309025,1,1
3478,520312252,157299503,145185619,48420717,169406411,1,1
3479,520611459,157389959,145269114,48448555,169503829,1,1
3480,520910737,157480437,145352628,48476401,169601268,1,1
3481,521210104,157570943,145436167,48504255,169698737,1,1
3482,521509561,157661475,145519731,48532117,169796235,1,1
3483,521809105,157752033,145603320,48559987,169893762,1,1
3484,522108731,157842617,145686931,48587865,169991315,1,1
3485,522408453,157933229,145770570,48615751,170088901,1,1
3486,522708249,158023864,145854228,48643645,170186509,1,1
3487,523008130,158114525,145937911,48671547,170284145,1,1
3488,523308093,158205211,146021616,48699457,170381807,1,1
3489,523608158,158295926,146105350,48727375,170479504,1,1
3490,523908304,158386667,146189107,48755301,170577227,1,1
3491,524208543,158477435,146272890,48783235,170674981,1,1
3492,524508857,158568226,146356693,48811177,170772758,1,1
3493,524809259,158659044,146440521,48839127,170870564,1,1
3494,525109745,158749888,146524372,48867085,170968397,1,1
3495,525410317,158840757,146608248,48895051,171066258,1,1
3496,525710972,158931652,146692146,48923025,171164146,1,1
3497,526011716,159022574,146776069,48951007,171262063,1,1
3498,526312561,159113525,146860022,48978997,171360015,1,1
3499,526613473,159204497,146943992,49006995,171457986,1,1
3500,526914477,159295497,147027988,49035001,171555988,1,1
3501,527215565,159386523,147112007,49063015,171654017,1,1
3502,527516745,159477576,147196052,49091037,171752077,1,1
3503,527818005,159568653,147280120,49119067,171850162,1,1
3504,528119359,159659759,147364214,49147105,171948279,1,1
3505,528420791,159750888,147448329,49175151,172046420,1,1
3506,528722291,159842040,147532462,49203205,172144581,1,1
3507,529023908,159933224,147616630,49231267,172242784,1,1
3508,529325603,160024433,147700819,49259337,172341011,1,1
